base_space_name,base_page_title,match_space_name,match_page_title
.Net Development,2022.11.02 VUMC Cutover - 2. Final Cutover Deployment to Non-Critical App Servers,E-Docs,2022.11.02 VUMC Cutover - 1. Initial App Deployment to Non-Critical App Servers
.Net Development,2023 Sprint Reviews and Retrospectives .Net Team,Provider Time Away (PTA),2023 Sprint Reviews and Retrospectives
.Net Development,Automation and Cloud Strategy,Synergy,Automation and Cloud Implementation
.Net Development,Containerization (Docker),Product Development,Containerization Setup
.Net Development,2023-03-09 Retrospective .Net Team,Provider Time Away (PTA),2023-03-09 Retrospective
.Net Development,"Adding, Deleting, Moving, Editing Survey Questions",Oracle Team,"Adding, Deleting, and Testing Passwords with CyberArk (for getpw)"
.Net Development,Users and Groups,APS Team,Users and Groups Mapping
.Net Development,2023.08.09 Release,LifeFlight,2023.08.09 Release - DTM
LifeFlight,2023.08.09 Release,LifeFlight,2023.08.09 Release - DTM
.Net Development,2023-08-24 Retrospective .Net Team,Provider Time Away (PTA),2023-08-24 Retrospective
.Net Development,2023-08-25 Sprint Review .Net Team,Provider Time Away (PTA),2023-08-25 Sprint Review
.Net Development,2023-09-07 Retrospective .Net Team,Provider Time Away (PTA),2023-09-07 Retrospective
.Net Development,2023-09-08 Sprint Review .Net Team,Provider Time Away (PTA),2023-09-08 Sprint Review
.Net Development,2023-09-21 Retrospective .Net Team,Provider Time Away (PTA),2023-09-21 Retrospective
.Net Development,2023-09-22 Sprint Review .Net Team,Provider Time Away (PTA),2023-09-22 Sprint Review
.Net Development,2023-10-06 Retrospective .Net Team,Provider Time Away (PTA),2023-10-06 Retrospective
.Net Development,2023-10-06 Sprint Review .Net Team,Provider Time Away (PTA),2023-10-06 Sprint Review
.Net Development,2023-10-19 Retrospective .Net Team,Provider Time Away (PTA),2023-10-19 Retrospective
.Net Development,2023-10-20 Sprint Review .Net Team,Provider Time Away (PTA),2023-10-20 Sprint Review
.Net Development,2023-11-02 Retrospective .Net Team,Provider Time Away (PTA),2023-11-02 Retrospective
.Net Development,2023-11-16 Retrospective .Net Team,Provider Time Away (PTA),2023-11-16 Retrospective
.Net Development,2023-11-17 Sprint Review .Net Team,Provider Time Away (PTA),2023-11-17 Sprint Review
.Net Development,2023-11-30 Retrospective .Net Team,Provider Time Away (PTA),2023-11-30 Retrospective
.Net Development,2023-12-14 Retrospective .Net Team,Provider Time Away (PTA),2023-12-14 Retrospective
.Net Development,2023-12-15 Sprint Review .Net Team,Provider Time Away (PTA),2023-12-15 Sprint Review
.Net Development,2023-12-28 Retrospective .Net Team,Provider Time Away (PTA),2023-12-28 Retrospective
.Net Development,2023-12-29 Sprint Review .Net Team,Provider Time Away (PTA),2023-12-29 Sprint Review
.Net Development,Product Development Requests by Team,Product Development Roadmaps,Product Development Roadmaps Home
Enterprise & Operational Solutions,Product Development: Enterprise & Operational Solutions,Product Development Roadmaps,Product Development Roadmaps Home
Epic Integrations HQ,Product Development Practices,Product Development Roadmaps,Product Development Roadmaps Home
HealthIT Production Support Guidelines,Product Development Support Guidelines,Product Development Roadmaps,Product Development Roadmaps Home
"Jain, Vikas",Product Development Intake,Product Development Roadmaps,Product Development Roadmaps Home
Product Development,Product Development,Product Development Roadmaps,Product Development Roadmaps Home
Product Development,Product Development Technology Radar,Product Development Roadmaps,Product Development Roadmaps Home
Product Development,Product Development Squads,Product Development Roadmaps,Product Development Roadmaps Home
Product Development,Product Development Group Roles,Product Development Roadmaps,Product Development Roadmaps Home
Product Development,Product Development Intake Roles,Product Development Roadmaps,Product Development Roadmaps Home
Product Development Documentation,Product Development Documentation,Product Development Roadmaps,Product Development Roadmaps Home
Product Development Internship,Product Development Internship,Product Development Roadmaps,Product Development Roadmaps Home
Product Development Leadership,Product Development Leadership,Product Development Roadmaps,Product Development Roadmaps Home
Product Development Leadership,Product Development Strategic Initiatives 2016-2017,Product Development Roadmaps,Product Development Roadmaps Home
Product Development Leadership Team,Product Development Leadership Team,Product Development Roadmaps,Product Development Roadmaps Home
Product Development Leadership Team,Product Development Strategy Discussions,Product Development Roadmaps,Product Development Roadmaps Home
Product Development Leadership Team,Product Development: Product/Project Roles,Product Development Roadmaps,Product Development Roadmaps Home
Product Development Leadership Team,Product Development Team Meetings,Product Development Roadmaps,Product Development Roadmaps Home
.Net Development,Meeting Notes for Product Management,Virtual Front Desk Workgroup,Meeting Notes for VFD Workgroup
Patient Engagement Telehealth Workgroup,Meeting Notes for Telehealth Workgroup,Virtual Front Desk Workgroup,Meeting Notes for VFD Workgroup
.Net Development,Eggplant Testing,.Net Development,Eggplant Testing How To
.Net Development,How to create a test script using the SUT capture tool,QSRP Analytics Team Wiki,How to create a new SOP page with a template
.Net Development,How to create a Test Suite,QSRP Analytics Team Wiki,How to create a new SOP page with a template
Enterprise Services,How to create a new Application Credential,QSRP Analytics Team Wiki,How to create a new SOP page with a template
Enterprise Services,How to create a new svn project,QSRP Analytics Team Wiki,How to create a new SOP page with a template
Expert Groups,How to create a Spring Boot project,QSRP Analytics Team Wiki,How to create a new SOP page with a template
Product Development,"How to create a trigger, stored procedure, or function",QSRP Analytics Team Wiki,How to create a new SOP page with a template
Product Development,How to create a view,QSRP Analytics Team Wiki,How to create a new SOP page with a template
.Net Development,Automation Anywhere Testing,VUMC IT Automation Services,Automation Anywhere Change Management
.Net Development,Automation Anywhere Resources,VUMC IT Automation Services,Automation Anywhere Change Management
.Net Development,Automation Anywhere Feature Analysis,VUMC IT Automation Services,Automation Anywhere Change Management
Product Development,Automation Anywhere Priorities,VUMC IT Automation Services,Automation Anywhere Change Management
VUMC ADI Quality,Automation Anywhere (AA),VUMC IT Automation Services,Automation Anywhere Change Management
VUMC ADI Quality,Automation Anywhere - High Level Scenarios1,VUMC IT Automation Services,Automation Anywhere Change Management
VUMC IT Automation Services,Automation Anywhere,VUMC IT Automation Services,Automation Anywhere Change Management
VUMC IT Automation Services,Automation Anywhere Courses,VUMC IT Automation Services,Automation Anywhere Change Management
.Net Development,Vanderbilt Health Tests,"Wright, Chris (HealthIT)",Vanderbilt Health Connect - Mobile
"Jain, Vikas","Vanderbilt HealthIT, DBMI & Epic Collaboration","Wright, Chris (HealthIT)",Vanderbilt Health Connect - Mobile
VUMC ADI - Business Analysis,Vanderbilt Health Connect Training Plan,"Wright, Chris (HealthIT)",Vanderbilt Health Connect - Mobile
VUMC ADI - Home,Vanderbilt Health Connect (Epic Care Link) Phase 2,"Wright, Chris (HealthIT)",Vanderbilt Health Connect - Mobile
Vanderbilt Health Connect - mobile,Vanderbilt Health Connect - mobile,"Wright, Chris (HealthIT)",Vanderbilt Health Connect - Mobile
Vanderbilt Health Connect - mobile,Vanderbilt Health Connect - mobile Details,"Wright, Chris (HealthIT)",Vanderbilt Health Connect - Mobile
Vanderbilt Health Scorecard,Vanderbilt Health Scorecard Home,"Wright, Chris (HealthIT)",Vanderbilt Health Connect - Mobile
.Net Development,App Registrations in Azure,VUMC ADI Service Delivery Solutions,App Registrations
.Net Resource Library,Service Designation List,Synergy,Service Designation List (SDL) to Microservice
Service Designation List,Service Designation List Home,Synergy,Service Designation List (SDL) to Microservice
Service Designation List,Service Designation List View Service Designations,Synergy,Service Designation List (SDL) to Microservice
Service Designation List,Service Designation List Manage Service Designations,Synergy,Service Designation List (SDL) to Microservice
Service Designation List,Service Designation List Manage Primary Concerns,Synergy,Service Designation List (SDL) to Microservice
Service Designation List,Service Designation List Manage Users/Roles,Synergy,Service Designation List (SDL) to Microservice
Service Designation List,Service Designation List Authentication Sequence Diagram,Synergy,Service Designation List (SDL) to Microservice
Service Designation List,Service Designation Server/Network Configuration,Synergy,Service Designation List (SDL) to Microservice
Service Designation List,Service Designation Development Environment,Synergy,Service Designation List (SDL) to Microservice
Service Designation List,Service Designation Test Environment,Synergy,Service Designation List (SDL) to Microservice
Service Designation List,Service Designation Production Environment,Synergy,Service Designation List (SDL) to Microservice
.Net Resource Library,JT09/23 2024-09-19 Retrospective,.Net Resource Library,JT09/23 2024-09-20 Sprint Review
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/13/2022,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 10/18/2021,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/14/2022,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 08/16/2021,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/17/2022,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 08/11/2021,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 12/20/2021,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 09/13/2021,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 08/23/2021,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 09/27/2021,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/24/2022,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 11/29/2021,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 07/12/2021,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/03/2022,ADI - Independent Applications & Integrations,Interfolio Planning Meeting Notes 01/10/2022
